year	well_cost
1979-07-19	857.7119761
1979-07-20	857.7119761
1979-07-21	857.7119761
1979-07-22	857.7119761
1979-07-23	857.7119761
1979-07-24	857.7119761
1979-07-25	857.7119761
1979-07-26	857.7119761
1979-07-27	857.7119761
1979-07-28	857.7119761
1979-07-29	857.7119761
1979-07-30	857.7119761
1979-07-31	857.7119761
1979-08-01	857.7119761
1979-08-02	857.7119761
1979-08-03	857.7119761
1979-08-04	857.7119761
1979-08-05	857.7119761
1979-08-06	857.7119761
1979-08-07	857.7119761
1979-08-08	857.7119761
1979-08-09	857.7119761
1979-08-10	857.7119761
1979-08-11	857.7119761
1979-08-12	857.7119761
1979-08-13	857.7119761
1979-08-14	857.7119761
1979-08-15	857.7119761
1979-08-16	857.7119761
1979-08-17	857.7119761
1979-08-18	857.7119761
1979-08-19	857.7119761
1979-08-20	857.7119761
1979-08-21	857.7119761
1979-08-22	857.7119761
1979-08-23	857.7119761
1979-08-24	857.7119761
1979-08-25	857.7119761
1979-08-26	857.7119761
1979-08-27	857.7119761
1979-08-28	857.7119761
1979-08-29	857.7119761
1979-08-30	857.7119761
1979-08-31	857.7119761
1979-09-01	857.7119761
1979-09-02	857.7119761
1979-09-03	857.7119761
1979-09-04	857.7119761
1979-09-05	857.7119761
1979-09-06	857.7119761
1979-09-07	857.7119761
1979-09-08	857.7119761
1979-09-09	857.7119761
1979-09-10	857.7119761
1979-09-11	857.7119761
1979-09-12	857.7119761
1979-09-13	857.7119761
1979-09-14	857.7119761
1979-09-15	857.7119761
1979-09-16	857.7119761
1979-09-17	857.7119761
1979-09-18	857.7119761
1979-09-19	857.7119761
1979-09-20	857.7119761
1979-09-21	857.7119761
1979-09-22	857.7119761
1979-09-23	857.7119761
1979-09-24	857.7119761
1979-09-25	857.7119761
1979-09-26	857.7119761
1979-09-27	857.7119761
1979-09-28	857.7119761
1979-09-29	857.7119761
1979-09-30	857.7119761
1979-10-01	857.7119761
1979-10-02	857.7119761
1979-10-03	857.7119761
1979-10-04	857.7119761
1979-10-05	857.7119761
1979-10-06	857.7119761
1979-10-07	857.7119761
1979-10-08	857.7119761
1979-10-09	857.7119761
1979-10-10	857.7119761
1979-10-11	857.7119761
1979-10-12	857.7119761
1979-10-13	857.7119761
1979-10-14	857.7119761
1979-10-15	857.7119761
1979-10-16	857.7119761
1979-10-17	857.7119761
1979-10-18	857.7119761
1979-10-19	857.7119761
1979-10-20	857.7119761
1979-10-21	857.7119761
1979-10-22	857.7119761
1979-10-23	857.7119761
1979-10-24	857.7119761
1979-10-25	857.7119761
1979-10-26	857.7119761
1979-10-27	857.7119761
1979-10-28	857.7119761
1979-10-29	857.7119761
1979-10-30	857.7119761
1979-10-31	857.7119761
1979-11-01	857.7119761
1979-11-02	857.7119761
1979-11-03	857.7119761
1979-11-04	857.7119761
1979-11-05	857.7119761
1979-11-06	857.7119761
1979-11-07	857.7119761
1979-11-08	857.7119761
1979-11-09	857.7119761
1979-11-10	857.7119761
1979-11-11	857.7119761
1979-11-12	857.7119761
1979-11-13	857.7119761
1979-11-14	857.7119761
1979-11-15	857.7119761
1979-11-16	857.7119761
1979-11-17	857.7119761
1979-11-18	857.7119761
1979-11-19	857.7119761
1979-11-20	857.7119761
1979-11-21	857.7119761
1979-11-22	857.7119761
1979-11-23	857.7119761
1979-11-24	857.7119761
1979-11-25	857.7119761
1979-11-26	857.7119761
1979-11-27	857.7119761
1979-11-28	857.7119761
1979-11-29	857.7119761
1979-11-30	857.7119761
1979-12-01	857.7119761
1979-12-02	857.7119761
1979-12-03	857.7119761
1979-12-04	857.7119761
1979-12-05	857.7119761
1979-12-06	857.7119761
1979-12-07	857.7119761
1979-12-08	857.7119761
1979-12-09	857.7119761
1979-12-10	857.7119761
1979-12-11	857.7119761
1979-12-12	857.7119761
1979-12-13	857.7119761
1979-12-14	857.7119761
1979-12-15	857.7119761
1979-12-16	857.7119761
1979-12-17	857.7119761
1979-12-18	857.7119761
1979-12-19	857.7119761
1979-12-20	857.7119761
1979-12-21	857.7119761
1979-12-22	857.7119761
1979-12-23	857.7119761
1979-12-24	857.7119761
1979-12-25	857.7119761
1979-12-26	857.7119761
1979-12-27	857.7119761
1979-12-28	857.7119761
1979-12-29	857.7119761
1979-12-30	857.7119761
1979-12-31	857.7119761
1980-01-01	955.319599
1980-01-02	955.319599
1980-01-03	955.319599
1980-01-04	955.319599
1980-01-05	955.319599
1980-01-06	955.319599
1980-01-07	955.319599
1980-01-08	955.319599
1980-01-09	955.319599
1980-01-10	955.319599
1980-01-11	955.319599
1980-01-12	955.319599
1980-01-13	955.319599
1980-01-14	955.319599
1980-01-15	955.319599
1980-01-16	955.319599
1980-01-17	955.319599
1980-01-18	955.319599
1980-01-19	955.319599
1980-01-20	955.319599
1980-01-21	955.319599
1980-01-22	955.319599
1980-01-23	955.319599
1980-01-24	955.319599
1980-01-25	955.319599
1980-01-26	955.319599
1980-01-27	955.319599
1980-01-28	955.319599
1980-01-29	955.319599
1980-01-30	955.319599
1980-01-31	955.319599
1980-02-01	955.319599
1980-02-02	955.319599
1980-02-03	955.319599
1980-02-04	955.319599
1980-02-05	955.319599
1980-02-06	955.319599
1980-02-07	955.319599
1980-02-08	955.319599
1980-02-09	955.319599
1980-02-10	955.319599
1980-02-11	955.319599
1980-02-12	955.319599
1980-02-13	955.319599
1980-02-14	955.319599
1980-02-15	955.319599
1980-02-16	955.319599
1980-02-17	955.319599
1980-02-18	955.319599
1980-02-19	955.319599
1980-02-20	955.319599
1980-02-21	955.319599
1980-02-22	955.319599
1980-02-23	955.319599
1980-02-24	955.319599
1980-02-25	955.319599
1980-02-26	955.319599
1980-02-27	955.319599
1980-02-28	955.319599
1980-02-29	955.319599
1980-03-01	955.319599
1980-03-02	955.319599
1980-03-03	955.319599
1980-03-04	955.319599
1980-03-05	955.319599
1980-03-06	955.319599
1980-03-07	955.319599
1980-03-08	955.319599
1980-03-09	955.319599
1980-03-10	955.319599
1980-03-11	955.319599
1980-03-12	955.319599
1980-03-13	955.319599
1980-03-14	955.319599
1980-03-15	955.319599
1980-03-16	955.319599
1980-03-17	955.319599
1980-03-18	955.319599
1980-03-19	955.319599
1980-03-20	955.319599
1980-03-21	955.319599
1980-03-22	955.319599
1980-03-23	955.319599
1980-03-24	955.319599
1980-03-25	955.319599
1980-03-26	955.319599
1980-03-27	955.319599
1980-03-28	955.319599
1980-03-29	955.319599
1980-03-30	955.319599
1980-03-31	955.319599
1980-04-01	955.319599
1980-04-02	955.319599
1980-04-03	955.319599
1980-04-04	955.319599
1980-04-05	955.319599
1980-04-06	955.319599
1980-04-07	955.319599
1980-04-08	955.319599
1980-04-09	955.319599
1980-04-10	955.319599
1980-04-11	955.319599
1980-04-12	955.319599
1980-04-13	955.319599
1980-04-14	955.319599
1980-04-15	955.319599
1980-04-16	955.319599
1980-04-17	955.319599
1980-04-18	955.319599
1980-04-19	955.319599
1980-04-20	955.319599
1980-04-21	955.319599
1980-04-22	955.319599
1980-04-23	955.319599
1980-04-24	955.319599
1980-04-25	955.319599
1980-04-26	955.319599
1980-04-27	955.319599
1980-04-28	955.319599
1980-04-29	955.319599
1980-04-30	955.319599
1980-05-01	955.319599
1980-05-02	955.319599
1980-05-03	955.319599
1980-05-04	955.319599
1980-05-05	955.319599
1980-05-06	955.319599
1980-05-07	955.319599
1980-05-08	955.319599
1980-05-09	955.319599
1980-05-10	955.319599
1980-05-11	955.319599
1980-05-12	955.319599
1980-05-13	955.319599
1980-05-14	955.319599
1980-05-15	955.319599
1980-05-16	955.319599
1980-05-17	955.319599
1980-05-18	955.319599
1980-05-19	955.319599
1980-05-20	955.319599
1980-05-21	955.319599
1980-05-22	955.319599
1980-05-23	955.319599
1980-05-24	955.319599
1980-05-25	955.319599
1980-05-26	955.319599
1980-05-27	955.319599
1980-05-28	955.319599
1980-05-29	955.319599
1980-05-30	955.319599
1980-05-31	955.319599
1980-06-01	955.319599
1980-06-02	955.319599
1980-06-03	955.319599
1980-06-04	955.319599
1980-06-05	955.319599
1980-06-06	955.319599
1980-06-07	955.319599
1980-06-08	955.319599
1980-06-09	955.319599
1980-06-10	955.319599
1980-06-11	955.319599
1980-06-12	955.319599
1980-06-13	955.319599
1980-06-14	955.319599
1980-06-15	955.319599
1980-06-16	955.319599
1980-06-17	955.319599
1980-06-18	955.319599
1980-06-19	955.319599
1980-06-20	955.319599
1980-06-21	955.319599
1980-06-22	955.319599
1980-06-23	955.319599
1980-06-24	955.319599
1980-06-25	955.319599
1980-06-26	955.319599
1980-06-27	955.319599
1980-06-28	955.319599
1980-06-29	955.319599
1980-06-30	955.319599
1980-07-01	955.319599
1980-07-02	955.319599
1980-07-03	955.319599
1980-07-04	955.319599
1980-07-05	955.319599
1980-07-06	955.319599
1980-07-07	955.319599
1980-07-08	955.319599
1980-07-09	955.319599
1980-07-10	955.319599
1980-07-11	955.319599
1980-07-12	955.319599
1980-07-13	955.319599
1980-07-14	955.319599
1980-07-15	955.319599
1980-07-16	955.319599
1980-07-17	955.319599
1980-07-18	955.319599
1980-07-19	955.319599
1980-07-20	955.319599
1980-07-21	955.319599
1980-07-22	955.319599
1980-07-23	955.319599
1980-07-24	955.319599
1980-07-25	955.319599
1980-07-26	955.319599
1980-07-27	955.319599
1980-07-28	955.319599
1980-07-29	955.319599
1980-07-30	955.319599
1980-07-31	955.319599
1980-08-01	955.319599
1980-08-02	955.319599
1980-08-03	955.319599
1980-08-04	955.319599
1980-08-05	955.319599
1980-08-06	955.319599
1980-08-07	955.319599
1980-08-08	955.319599
1980-08-09	955.319599
1980-08-10	955.319599
1980-08-11	955.319599
1980-08-12	955.319599
1980-08-13	955.319599
1980-08-14	955.319599
1980-08-15	955.319599
1980-08-16	955.319599
1980-08-17	955.319599
1980-08-18	955.319599
1980-08-19	955.319599
1980-08-20	955.319599
1980-08-21	955.319599
1980-08-22	955.319599
1980-08-23	955.319599
1980-08-24	955.319599
1980-08-25	955.319599
1980-08-26	955.319599
1980-08-27	955.319599
1980-08-28	955.319599
1980-08-29	955.319599
1980-08-30	955.319599
1980-08-31	955.319599
1980-09-01	955.319599
1980-09-02	955.319599
1980-09-03	955.319599
1980-09-04	955.319599
1980-09-05	955.319599
1980-09-06	955.319599
1980-09-07	955.319599
1980-09-08	955.319599
1980-09-09	955.319599
1980-09-10	955.319599
1980-09-11	955.319599
1980-09-12	955.319599
1980-09-13	955.319599
1980-09-14	955.319599
1980-09-15	955.319599
1980-09-16	955.319599
1980-09-17	955.319599
1980-09-18	955.319599
1980-09-19	955.319599
1980-09-20	955.319599
1980-09-21	955.319599
1980-09-22	955.319599
1980-09-23	955.319599
1980-09-24	955.319599
1980-09-25	955.319599
1980-09-26	955.319599
1980-09-27	955.319599
1980-09-28	955.319599
1980-09-29	955.319599
1980-09-30	955.319599
1980-10-01	955.319599
1980-10-02	955.319599
1980-10-03	955.319599
1980-10-04	955.319599
1980-10-05	955.319599
1980-10-06	955.319599
1980-10-07	955.319599
1980-10-08	955.319599
1980-10-09	955.319599
1980-10-10	955.319599
1980-10-11	955.319599
1980-10-12	955.319599
1980-10-13	955.319599
1980-10-14	955.319599
1980-10-15	955.319599
1980-10-16	955.319599
1980-10-17	955.319599
1980-10-18	955.319599
1980-10-19	955.319599
1980-10-20	955.319599
1980-10-21	955.319599
1980-10-22	955.319599
1980-10-23	955.319599
1980-10-24	955.319599
1980-10-25	955.319599
1980-10-26	955.319599
1980-10-27	955.319599
1980-10-28	955.319599
1980-10-29	955.319599
1980-10-30	955.319599
1980-10-31	955.319599
1980-11-01	955.319599
1980-11-02	955.319599
1980-11-03	955.319599
1980-11-04	955.319599
1980-11-05	955.319599
1980-11-06	955.319599
1980-11-07	955.319599
1980-11-08	955.319599
1980-11-09	955.319599
1980-11-10	955.319599
1980-11-11	955.319599
1980-11-12	955.319599
1980-11-13	955.319599
1980-11-14	955.319599
1980-11-15	955.319599
1980-11-16	955.319599
1980-11-17	955.319599
1980-11-18	955.319599
1980-11-19	955.319599
1980-11-20	955.319599
1980-11-21	955.319599
1980-11-22	955.319599
1980-11-23	955.319599
1980-11-24	955.319599
1980-11-25	955.319599
1980-11-26	955.319599
1980-11-27	955.319599
1980-11-28	955.319599
1980-11-29	955.319599
1980-11-30	955.319599
1980-12-01	955.319599
1980-12-02	955.319599
1980-12-03	955.319599
1980-12-04	955.319599
1980-12-05	955.319599
1980-12-06	955.319599
1980-12-07	955.319599
1980-12-08	955.319599
1980-12-09	955.319599
1980-12-10	955.319599
1980-12-11	955.319599
1980-12-12	955.319599
1980-12-13	955.319599
1980-12-14	955.319599
1980-12-15	955.319599
1980-12-16	955.319599
1980-12-17	955.319599
1980-12-18	955.319599
1980-12-19	955.319599
1980-12-20	955.319599
1980-12-21	955.319599
1980-12-22	955.319599
1980-12-23	955.319599
1980-12-24	955.319599
1980-12-25	955.319599
1980-12-26	955.319599
1980-12-27	955.319599
1980-12-28	955.319599
1980-12-29	955.319599
1980-12-30	955.319599
1980-12-31	955.319599
1981-01-01	1080.561998
1981-01-02	1080.561998
1981-01-03	1080.561998
1981-01-04	1080.561998
1981-01-05	1080.561998
1981-01-06	1080.561998
1981-01-07	1080.561998
1981-01-08	1080.561998
1981-01-09	1080.561998
1981-01-10	1080.561998
1981-01-11	1080.561998
1981-01-12	1080.561998
1981-01-13	1080.561998
1981-01-14	1080.561998
1981-01-15	1080.561998
1981-01-16	1080.561998
1981-01-17	1080.561998
1981-01-18	1080.561998
1981-01-19	1080.561998
1981-01-20	1080.561998
1981-01-21	1080.561998
1981-01-22	1080.561998
1981-01-23	1080.561998
1981-01-24	1080.561998
1981-01-25	1080.561998
1981-01-26	1080.561998
1981-01-27	1080.561998
1981-01-28	1080.561998
1981-01-29	1080.561998
1981-01-30	1080.561998
1981-01-31	1080.561998
1981-02-01	1080.561998
1981-02-02	1080.561998
1981-02-03	1080.561998
1981-02-04	1080.561998
1981-02-05	1080.561998
1981-02-06	1080.561998
1981-02-07	1080.561998
1981-02-08	1080.561998
1981-02-09	1080.561998
1981-02-10	1080.561998
1981-02-11	1080.561998
1981-02-12	1080.561998
1981-02-13	1080.561998
1981-02-14	1080.561998
1981-02-15	1080.561998
1981-02-16	1080.561998
1981-02-17	1080.561998
1981-02-18	1080.561998
1981-02-19	1080.561998
1981-02-20	1080.561998
1981-02-21	1080.561998
1981-02-22	1080.561998
1981-02-23	1080.561998
1981-02-24	1080.561998
1981-02-25	1080.561998
1981-02-26	1080.561998
1981-02-27	1080.561998
1981-02-28	1080.561998
1981-03-01	1080.561998
1981-03-02	1080.561998
1981-03-03	1080.561998
1981-03-04	1080.561998
1981-03-05	1080.561998
1981-03-06	1080.561998
1981-03-07	1080.561998
1981-03-08	1080.561998
1981-03-09	1080.561998
1981-03-10	1080.561998
1981-03-11	1080.561998
1981-03-12	1080.561998
1981-03-13	1080.561998
1981-03-14	1080.561998
1981-03-15	1080.561998
1981-03-16	1080.561998
1981-03-17	1080.561998
1981-03-18	1080.561998
1981-03-19	1080.561998
1981-03-20	1080.561998
1981-03-21	1080.561998
1981-03-22	1080.561998
1981-03-23	1080.561998
1981-03-24	1080.561998
1981-03-25	1080.561998
1981-03-26	1080.561998
1981-03-27	1080.561998
1981-03-28	1080.561998
1981-03-29	1080.561998
1981-03-30	1080.561998
1981-03-31	1080.561998
1981-04-01	1080.561998
1981-04-02	1080.561998
1981-04-03	1080.561998
1981-04-04	1080.561998
1981-04-05	1080.561998
1981-04-06	1080.561998
1981-04-07	1080.561998
1981-04-08	1080.561998
1981-04-09	1080.561998
1981-04-10	1080.561998
1981-04-11	1080.561998
1981-04-12	1080.561998
1981-04-13	1080.561998
1981-04-14	1080.561998
1981-04-15	1080.561998
1981-04-16	1080.561998
1981-04-17	1080.561998
1981-04-18	1080.561998
1981-04-19	1080.561998
1981-04-20	1080.561998
1981-04-21	1080.561998
1981-04-22	1080.561998
1981-04-23	1080.561998
1981-04-24	1080.561998
1981-04-25	1080.561998
1981-04-26	1080.561998
1981-04-27	1080.561998
1981-04-28	1080.561998
1981-04-29	1080.561998
1981-04-30	1080.561998
1981-05-01	1080.561998
1981-05-02	1080.561998
1981-05-03	1080.561998
1981-05-04	1080.561998
1981-05-05	1080.561998
1981-05-06	1080.561998
1981-05-07	1080.561998
1981-05-08	1080.561998
1981-05-09	1080.561998
1981-05-10	1080.561998
1981-05-11	1080.561998
1981-05-12	1080.561998
1981-05-13	1080.561998
1981-05-14	1080.561998
1981-05-15	1080.561998
1981-05-16	1080.561998
1981-05-17	1080.561998
1981-05-18	1080.561998
1981-05-19	1080.561998
1981-05-20	1080.561998
1981-05-21	1080.561998
1981-05-22	1080.561998
1981-05-23	1080.561998
1981-05-24	1080.561998
1981-05-25	1080.561998
1981-05-26	1080.561998
1981-05-27	1080.561998
1981-05-28	1080.561998
1981-05-29	1080.561998
1981-05-30	1080.561998
1981-05-31	1080.561998
1981-06-01	1080.561998
1981-06-02	1080.561998
1981-06-03	1080.561998
1981-06-04	1080.561998
1981-06-05	1080.561998
1981-06-06	1080.561998
1981-06-07	1080.561998
1981-06-08	1080.561998
1981-06-09	1080.561998
1981-06-10	1080.561998
1981-06-11	1080.561998
1981-06-12	1080.561998
1981-06-13	1080.561998
1981-06-14	1080.561998
1981-06-15	1080.561998
1981-06-16	1080.561998
1981-06-17	1080.561998
1981-06-18	1080.561998
1981-06-19	1080.561998
1981-06-20	1080.561998
1981-06-21	1080.561998
1981-06-22	1080.561998
1981-06-23	1080.561998
1981-06-24	1080.561998
1981-06-25	1080.561998
1981-06-26	1080.561998
1981-06-27	1080.561998
1981-06-28	1080.561998
1981-06-29	1080.561998
1981-06-30	1080.561998
1981-07-01	1080.561998
1981-07-02	1080.561998
1981-07-03	1080.561998
1981-07-04	1080.561998
1981-07-05	1080.561998
1981-07-06	1080.561998
1981-07-07	1080.561998
1981-07-08	1080.561998
1981-07-09	1080.561998
1981-07-10	1080.561998
1981-07-11	1080.561998
1981-07-12	1080.561998
1981-07-13	1080.561998
1981-07-14	1080.561998
1981-07-15	1080.561998
1981-07-16	1080.561998
1981-07-17	1080.561998
1981-07-18	1080.561998
1981-07-19	1080.561998
1981-07-20	1080.561998
1981-07-21	1080.561998
1981-07-22	1080.561998
1981-07-23	1080.561998
1981-07-24	1080.561998
1981-07-25	1080.561998
1981-07-26	1080.561998
1981-07-27	1080.561998
1981-07-28	1080.561998
1981-07-29	1080.561998
1981-07-30	1080.561998
1981-07-31	1080.561998
1981-08-01	1080.561998
1981-08-02	1080.561998
1981-08-03	1080.561998
1981-08-04	1080.561998
1981-08-05	1080.561998
1981-08-06	1080.561998
1981-08-07	1080.561998
1981-08-08	1080.561998
1981-08-09	1080.561998
1981-08-10	1080.561998
1981-08-11	1080.561998
1981-08-12	1080.561998
1981-08-13	1080.561998
1981-08-14	1080.561998
1981-08-15	1080.561998
1981-08-16	1080.561998
1981-08-17	1080.561998
1981-08-18	1080.561998
1981-08-19	1080.561998
1981-08-20	1080.561998
1981-08-21	1080.561998
1981-08-22	1080.561998
1981-08-23	1080.561998
1981-08-24	1080.561998
1981-08-25	1080.561998
1981-08-26	1080.561998
1981-08-27	1080.561998
1981-08-28	1080.561998
1981-08-29	1080.561998
1981-08-30	1080.561998
1981-08-31	1080.561998
1981-09-01	1080.561998
1981-09-02	1080.561998
1981-09-03	1080.561998
1981-09-04	1080.561998
1981-09-05	1080.561998
1981-09-06	1080.561998
1981-09-07	1080.561998
1981-09-08	1080.561998
1981-09-09	1080.561998
1981-09-10	1080.561998
1981-09-11	1080.561998
1981-09-12	1080.561998
1981-09-13	1080.561998
1981-09-14	1080.561998
1981-09-15	1080.561998
1981-09-16	1080.561998
1981-09-17	1080.561998
1981-09-18	1080.561998
1981-09-19	1080.561998
1981-09-20	1080.561998
1981-09-21	1080.561998
1981-09-22	1080.561998
1981-09-23	1080.561998
1981-09-24	1080.561998
1981-09-25	1080.561998
1981-09-26	1080.561998
1981-09-27	1080.561998
1981-09-28	1080.561998
1981-09-29	1080.561998
1981-09-30	1080.561998
1981-10-01	1080.561998
1981-10-02	1080.561998
1981-10-03	1080.561998
1981-10-04	1080.561998
1981-10-05	1080.561998
1981-10-06	1080.561998
1981-10-07	1080.561998
1981-10-08	1080.561998
1981-10-09	1080.561998
1981-10-10	1080.561998
1981-10-11	1080.561998
1981-10-12	1080.561998
1981-10-13	1080.561998
1981-10-14	1080.561998
1981-10-15	1080.561998
1981-10-16	1080.561998
1981-10-17	1080.561998
1981-10-18	1080.561998
1981-10-19	1080.561998
1981-10-20	1080.561998
1981-10-21	1080.561998
1981-10-22	1080.561998
1981-10-23	1080.561998
1981-10-24	1080.561998
1981-10-25	1080.561998
1981-10-26	1080.561998
1981-10-27	1080.561998
1981-10-28	1080.561998
1981-10-29	1080.561998
1981-10-30	1080.561998
1981-10-31	1080.561998
1981-11-01	1080.561998
1981-11-02	1080.561998
1981-11-03	1080.561998
1981-11-04	1080.561998
1981-11-05	1080.561998
1981-11-06	1080.561998
1981-11-07	1080.561998
1981-11-08	1080.561998
1981-11-09	1080.561998
1981-11-10	1080.561998
1981-11-11	1080.561998
1981-11-12	1080.561998
1981-11-13	1080.561998
1981-11-14	1080.561998
1981-11-15	1080.561998
1981-11-16	1080.561998
1981-11-17	1080.561998
1981-11-18	1080.561998
1981-11-19	1080.561998
1981-11-20	1080.561998
1981-11-21	1080.561998
1981-11-22	1080.561998
1981-11-23	1080.561998
1981-11-24	1080.561998
1981-11-25	1080.561998
1981-11-26	1080.561998
1981-11-27	1080.561998
1981-11-28	1080.561998
1981-11-29	1080.561998
1981-11-30	1080.561998
1981-12-01	1080.561998
1981-12-02	1080.561998
1981-12-03	1080.561998
1981-12-04	1080.561998
1981-12-05	1080.561998
1981-12-06	1080.561998
1981-12-07	1080.561998
1981-12-08	1080.561998
1981-12-09	1080.561998
1981-12-10	1080.561998
1981-12-11	1080.561998
1981-12-12	1080.561998
1981-12-13	1080.561998
1981-12-14	1080.561998
1981-12-15	1080.561998
1981-12-16	1080.561998
1981-12-17	1080.561998
1981-12-18	1080.561998
1981-12-19	1080.561998
1981-12-20	1080.561998
1981-12-21	1080.561998
1981-12-22	1080.561998
1981-12-23	1080.561998
1981-12-24	1080.561998
1981-12-25	1080.561998
1981-12-26	1080.561998
1981-12-27	1080.561998
1981-12-28	1080.561998
1981-12-29	1080.561998
1981-12-30	1080.561998
1981-12-31	1080.561998
1982-01-01	1166.250565
1982-01-02	1166.250565
1982-01-03	1166.250565
1982-01-04	1166.250565
1982-01-05	1166.250565
1982-01-06	1166.250565
1982-01-07	1166.250565
1982-01-08	1166.250565
1982-01-09	1166.250565
1982-01-10	1166.250565
1982-01-11	1166.250565
1982-01-12	1166.250565
1982-01-13	1166.250565
1982-01-14	1166.250565
1982-01-15	1166.250565
1982-01-16	1166.250565
1982-01-17	1166.250565
1982-01-18	1166.250565
1982-01-19	1166.250565
1982-01-20	1166.250565
1982-01-21	1166.250565
1982-01-22	1166.250565
1982-01-23	1166.250565
1982-01-24	1166.250565
1982-01-25	1166.250565
1982-01-26	1166.250565
1982-01-27	1166.250565
1982-01-28	1166.250565
1982-01-29	1166.250565
1982-01-30	1166.250565
1982-01-31	1166.250565
1982-02-01	1166.250565
1982-02-02	1166.250565
1982-02-03	1166.250565
1982-02-04	1166.250565
1982-02-05	1166.250565
1982-02-06	1166.250565
1982-02-07	1166.250565
1982-02-08	1166.250565
1982-02-09	1166.250565
1982-02-10	1166.250565
1982-02-11	1166.250565
1982-02-12	1166.250565
1982-02-13	1166.250565
1982-02-14	1166.250565
1982-02-15	1166.250565
1982-02-16	1166.250565
1982-02-17	1166.250565
1982-02-18	1166.250565
1982-02-19	1166.250565
1982-02-20	1166.250565
1982-02-21	1166.250565
1982-02-22	1166.250565
1982-02-23	1166.250565
1982-02-24	1166.250565
1982-02-25	1166.250565
1982-02-26	1166.250565
1982-02-27	1166.250565
1982-02-28	1166.250565
1982-03-01	1166.250565
1982-03-02	1166.250565
1982-03-03	1166.250565
1982-03-04	1166.250565
1982-03-05	1166.250565
1982-03-06	1166.250565
1982-03-07	1166.250565
1982-03-08	1166.250565
1982-03-09	1166.250565
1982-03-10	1166.250565
1982-03-11	1166.250565
1982-03-12	1166.250565
1982-03-13	1166.250565
1982-03-14	1166.250565
1982-03-15	1166.250565
1982-03-16	1166.250565
1982-03-17	1166.250565
1982-03-18	1166.250565
1982-03-19	1166.250565
1982-03-20	1166.250565
1982-03-21	1166.250565
1982-03-22	1166.250565
1982-03-23	1166.250565
1982-03-24	1166.250565
1982-03-25	1166.250565
1982-03-26	1166.250565
1982-03-27	1166.250565
1982-03-28	1166.250565
1982-03-29	1166.250565
1982-03-30	1166.250565
1982-03-31	1166.250565
1982-04-01	1166.250565
1982-04-02	1166.250565
1982-04-03	1166.250565
1982-04-04	1166.250565
1982-04-05	1166.250565
1982-04-06	1166.250565
1982-04-07	1166.250565
1982-04-08	1166.250565
1982-04-09	1166.250565
1982-04-10	1166.250565
1982-04-11	1166.250565
1982-04-12	1166.250565
1982-04-13	1166.250565
1982-04-14	1166.250565
1982-04-15	1166.250565
1982-04-16	1166.250565
1982-04-17	1166.250565
1982-04-18	1166.250565
1982-04-19	1166.250565
1982-04-20	1166.250565
1982-04-21	1166.250565
1982-04-22	1166.250565
1982-04-23	1166.250565
1982-04-24	1166.250565
1982-04-25	1166.250565
1982-04-26	1166.250565
1982-04-27	1166.250565
1982-04-28	1166.250565
1982-04-29	1166.250565
1982-04-30	1166.250565
1982-05-01	1166.250565
1982-05-02	1166.250565
1982-05-03	1166.250565
1982-05-04	1166.250565
1982-05-05	1166.250565
1982-05-06	1166.250565
1982-05-07	1166.250565
1982-05-08	1166.250565
1982-05-09	1166.250565
1982-05-10	1166.250565
1982-05-11	1166.250565
1982-05-12	1166.250565
1982-05-13	1166.250565
1982-05-14	1166.250565
1982-05-15	1166.250565
1982-05-16	1166.250565
1982-05-17	1166.250565
1982-05-18	1166.250565
1982-05-19	1166.250565
1982-05-20	1166.250565
1982-05-21	1166.250565
1982-05-22	1166.250565
1982-05-23	1166.250565
1982-05-24	1166.250565
1982-05-25	1166.250565
1982-05-26	1166.250565
1982-05-27	1166.250565
1982-05-28	1166.250565
1982-05-29	1166.250565
1982-05-30	1166.250565
1982-05-31	1166.250565
1982-06-01	1166.250565
1982-06-02	1166.250565
1982-06-03	1166.250565
1982-06-04	1166.250565
1982-06-05	1166.250565
1982-06-06	1166.250565
1982-06-07	1166.250565
1982-06-08	1166.250565
1982-06-09	1166.250565
1982-06-10	1166.250565
1982-06-11	1166.250565
1982-06-12	1166.250565
1982-06-13	1166.250565
1982-06-14	1166.250565
1982-06-15	1166.250565
1982-06-16	1166.250565
1982-06-17	1166.250565
1982-06-18	1166.250565
1982-06-19	1166.250565
1982-06-20	1166.250565
1982-06-21	1166.250565
1982-06-22	1166.250565
1982-06-23	1166.250565
1982-06-24	1166.250565
1982-06-25	1166.250565
1982-06-26	1166.250565
1982-06-27	1166.250565
1982-06-28	1166.250565
1982-06-29	1166.250565
1982-06-30	1166.250565
1982-07-01	1166.250565
1982-07-02	1166.250565
1982-07-03	1166.250565
1982-07-04	1166.250565
1982-07-05	1166.250565
1982-07-06	1166.250565
1982-07-07	1166.250565
1982-07-08	1166.250565
1982-07-09	1166.250565
1982-07-10	1166.250565
1982-07-11	1166.250565
1982-07-12	1166.250565
1982-07-13	1166.250565
1982-07-14	1166.250565
1982-07-15	1166.250565
1982-07-16	1166.250565
1982-07-17	1166.250565
1982-07-18	1166.250565
1982-07-19	1166.250565
1982-07-20	1166.250565
1982-07-21	1166.250565
1982-07-22	1166.250565
1982-07-23	1166.250565
1982-07-24	1166.250565
1982-07-25	1166.250565
1982-07-26	1166.250565
