"tmax" "tmin" "tmean" "td" "precip" "ETo.Kc" "precip.month.byday" "Eff.R" "IRR" "ETo_mm"
"1982-06-09" 35.7972785 26.0922198 30.93879102 9.705058697 0.217100709 3.53346164576302 9.11405528616667 0 3.53346164576302 5.79256007502134
"1982-06-10" 35.77562247 25.90060946 30.83378957 9.875013007 0 3.55754355673726 9.11405528616667 0 3.55754355673726 5.83203861760206
"1982-06-11" 37.88648138 27.320003 32.59879087 10.56647838 0 3.81443808141052 9.11405528616667 0 3.81443808141052 6.25317718264019
"1982-06-12" 36.87205801 24.98627421 30.9287908 11.8857838 0 3.91230189415104 9.11405528616667 0 3.91230189415104 6.4136096625427
"1982-06-13" 34.86080466 25.16436717 30.01378988 9.696437487 59.3420608 3.46788877413488 9.11405528616667 0 3.46788877413488 5.68506356415554
"1982-06-14" 34.46540747 25.28910014 29.87379049 9.176307327 34.91146408 3.36417306430389 9.11405528616667 0 3.36417306430389 5.51503781033424
"1982-06-15" 34.11911688 24.84040019 29.47879003 9.278716687 1.569541735 3.35520894239276 9.11405528616667 0 3.35520894239276 5.50034252851272
"1982-06-16" 34.28991995 25.24532267 29.76879095 9.044597277 19.37296077 3.33316247204673 9.11405528616667 0 3.33316247204673 5.4642007738471
"1982-06-17" 34.74324332 24.22488543 29.48378919 10.51835789 0 3.57307783871687 9.11405528616667 0 3.57307783871687 5.85750465363421
"1982-06-18" 34.82465277 24.72463366 29.77379011 10.10001911 2.56603954 3.52279701478832 9.11405528616667 0 3.52279701478832 5.77507707342347
"1982-06-19" 35.68524847 25.21437213 30.44879125 10.47087634 0 3.63768738882809 9.11405528616667 0 3.63768738882809 5.96342194889851
"1982-06-20" 36.44159232 25.70093867 31.06879019 10.74065365 0 3.73137740939515 9.11405528616667 0 3.73137740939515 6.11701214654943
"1982-06-21" 36.72037039 25.69128176 31.20379041 11.02908863 0 3.7912526620494 9.11405528616667 0 3.7912526620494 6.21516829844164
"1982-06-22" 37.84723578 26.74404475 32.29379057 11.10319103 0 3.88810751357339 9.11405528616667 0 3.88810751357339 6.37394674356294
"1982-06-23" 37.78069602 26.72644183 32.25378965 11.05425419 0 3.87583783802511 9.11405528616667 0 3.87583783802511 6.35383252135264
"1982-06-24" 36.93830405 25.35456225 31.1487882 11.5837418 0 3.87926954578745 9.11405528616667 0 3.87926954578745 6.3594582717827
"1982-06-25" 38.57393179 27.17847201 32.87379049 11.39545978 0 3.98234395957794 9.11405528616667 0 3.98234395957794 6.52843272061958
"1982-06-26" 39.37066946 27.34183833 33.35379003 12.02883113 0 4.12924858427981 9.11405528616667 0 4.12924858427981 6.7692599742292
"1982-06-27" 39.63909445 27.20776316 33.42378973 12.43133129 4.237763173 4.20233052431916 9.11405528616667 0 4.20233052431916 6.8890664333101
"1982-06-28" 38.69468985 25.80498072 32.24879049 12.88970913 4.909554826 4.17964207626003 9.11405528616667 0 4.17964207626003 6.85187225616398
"1982-06-29" 37.00152884 26.49046466 31.74378942 10.51106418 3.296037928 3.73496722935596 9.11405528616667 0 3.73496722935596 6.12289709730486
"1982-06-30" 35.90716849 26.54481837 31.22378896 9.362350117 0.165984994 3.48666134445259 9.11405528616667 0 3.48666134445259 5.71583826959441
"1982-07-01" 36.93448316 27.25395519 32.09754312 9.680527963 0.657174535 3.60712515936987 5.24094365629032 0 3.60712515936987 5.91331993339323
"1982-07-02" 39.77176724 27.13587696 33.45254267 12.63589027 0 4.23115260852351 5.24094365629032 0 4.23115260852351 6.93631575167789
"1982-07-03" 40.42300092 28.93988545 34.67754114 11.48311546 0 4.12797590958904 5.24094365629032 0 4.12797590958904 6.76717362227711
"1982-07-04" 41.22935544 28.63566906 34.93254221 12.59368637 0 4.34178113932948 5.24094365629032 0 4.34178113932948 7.11767399890079
"1982-07-05" 42.62872373 29.17879612 35.90254343 13.4499276 0 5.98952123857836 5.24094365629032 0 5.98952123857836 7.48690154822295
"1982-07-06" 42.61196195 28.75831349 35.68254221 13.85364845 0 6.05035670787005 5.24094365629032 0 6.05035670787005 7.56294588483756
"1982-07-07" 42.04316007 28.87863095 35.45754373 13.16452911 0 5.86955663278005 5.24094365629032 0 5.86955663278005 7.33694579097506
"1982-07-08" 41.18542539 28.77321942 34.98254144 12.41220596 0 5.64489447557373 5.24094365629032 0 5.64489447557373 7.05611809446716
"1982-07-09" 41.56056272 28.78831989 35.17254389 12.77224282 0 5.7428797014196 5.24094365629032 0 5.7428797014196 7.1785996267745
"1982-07-10" 41.25899182 28.48725254 34.87254083 12.77173927 0 5.70615266911399 5.24094365629032 0 5.70615266911399 7.13269083639249
